group1,group2,meandiff,lower,upper,reject,p-adj,cytokine,group,-log10(p-adj),significant,apoptotic,pyroptotic,apoptotic_vs_pyroptotic,consensus
apoptosis,healthy,0.0332,-0.2172,0.2836,False,0.8552,VCAM-1 [NSU],apoptosis_healthy,0.0679323077992784,False,False,False,False,none
apoptosis,pyroptosis,0.0883,-0.1625,0.339,False,0.3354,VCAM-1 [NSU],apoptosis_pyroptosis,0.4744369417299331,False,False,False,False,none
healthy,pyroptosis,0.0551,-0.0563,0.1664,False,0.1185,VCAM-1 [NSU],healthy_pyroptosis,0.9262816496538774,False,False,False,False,none
apoptosis,healthy,-0.0423,-0.2824,0.1979,False,0.7592,VEGF Receptor 2 (Flk-1) [NSU],apoptosis_healthy,0.1196438005807637,False,False,False,False,none
apoptosis,pyroptosis,-0.0224,-0.2629,0.2181,False,0.9254,VEGF Receptor 2 (Flk-1) [NSU],apoptosis_pyroptosis,0.0336705048361217,False,False,False,False,none
healthy,pyroptosis,0.0198,-0.087,0.1267,False,0.736,VEGF Receptor 2 (Flk-1) [NSU],healthy_pyroptosis,0.1331221856625011,False,False,False,False,none
apoptosis,healthy,0.3061,-0.0074,0.6197,False,0.0004,VEGF-A (165) [NSU],apoptosis_healthy,3.397940008672037,True,True,False,False,apoptotic
apoptosis,pyroptosis,0.2119,-0.102,0.5259,False,0.0201,VEGF-A (165) [NSU],apoptosis_pyroptosis,1.6968039425795112,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,-0.0942,-0.2336,0.0452,False,0.02,VEGF-A (165) [NSU],healthy_pyroptosis,1.6989700043360187,True,False,True,False,pyroptotic
apoptosis,healthy,0.027,-0.2126,0.2665,False,0.8934,VEGF-C [NSU],apoptosis_healthy,0.0489540518641802,False,False,False,False,none
apoptosis,pyroptosis,-0.0949,-0.3348,0.145,False,0.2528,VEGF-C [NSU],apoptosis_pyroptosis,0.5972229303896526,False,False,False,False,none
healthy,pyroptosis,-0.1218,-0.2284,-0.0153,True,0.0,VEGF-C [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.002,-0.3075,0.3034,False,0.9996,VEGF-D [NSU],apoptosis_healthy,0.0001737525455875,False,False,False,False,none
apoptosis,pyroptosis,0.0219,-0.2839,0.3278,False,0.9552,VEGF-D [NSU],apoptosis_pyroptosis,0.0199056862147061,False,False,False,False,none
healthy,pyroptosis,0.024,-0.1119,0.1598,False,0.7582,VEGF-D [NSU],healthy_pyroptosis,0.1202162199095842,False,False,False,False,none
apoptosis,healthy,-0.2556,-0.5414,0.0302,False,0.0013,VEGFR-1 [NSU],apoptosis_healthy,2.886056647693163,True,True,False,False,apoptotic
apoptosis,pyroptosis,-0.0197,-0.3059,0.2665,False,0.9586,VEGFR-1 [NSU],apoptosis_pyroptosis,0.0183625753442309,False,False,False,False,none
healthy,pyroptosis,0.2359,0.1088,0.363,True,0.0,VEGFR-1 [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,0.0256,-0.2527,0.304,False,0.9273,WISP-1 (CCN4) [NSU],apoptosis_healthy,0.0327797402170326,False,False,False,False,none
apoptosis,pyroptosis,0.049,-0.2297,0.3278,False,0.7593,WISP-1 (CCN4) [NSU],apoptosis_pyroptosis,0.1195866001220833,False,False,False,False,none
healthy,pyroptosis,0.0234,-0.1004,0.1472,False,0.7274,WISP-1 (CCN4) [NSU],healthy_pyroptosis,0.1382267032813068,False,False,False,False,none
apoptosis,healthy,-0.0793,-0.3328,0.1742,False,0.4211,XCL1 (Lymphotactin) [NSU],apoptosis_healthy,0.375614758579735,False,False,False,False,none
apoptosis,pyroptosis,-0.0088,-0.2627,0.2451,False,0.9893,XCL1 (Lymphotactin) [NSU],apoptosis_pyroptosis,0.0046719909225904,False,False,False,False,none
healthy,pyroptosis,0.0705,-0.0423,0.1833,False,0.0345,XCL1 (Lymphotactin) [NSU],healthy_pyroptosis,1.4621809049267258,True,False,True,False,pyroptotic
apoptosis,healthy,0.0976,-0.1674,0.3625,False,0.3029,uPA [NSU],apoptosis_healthy,0.5187007266671442,False,False,False,False,none
apoptosis,pyroptosis,0.1257,-0.1396,0.391,False,0.1406,uPA [NSU],apoptosis_pyroptosis,0.8520146793161949,False,False,False,False,none
healthy,pyroptosis,0.0281,-0.0897,0.146,False,0.6031,uPA [NSU],healthy_pyroptosis,0.2196106715290472,False,False,False,False,none
